x y
3.9611399173736572 -36.12538146972656 9
4.013869762420654 -34.897560119628906 9
3.9569902420043945 -35.312686920166016 9
11.437310218811035 11.516024589538574 9
4.025303840637207 -27.486860275268555 9
-39.2347526550293 0.4378401041030884 7
-41.041507720947266 14.108433723449707 7
-40.9194450378418 13.302461624145508 7
-42.47003936767578 11.496788024902344 7
-42.6263313293457 11.455822944641113 7
-41.016265869140625 14.142501831054688 7
-41.150840759277344 13.16205883026123 7
-8.905427932739258 2.449460744857788 9
-6.563095569610596 3.722715377807617 9
-18.262855529785156 -17.548004150390625 0
21.55142593383789 -13.031722068786621 2
-7.08713436126709 2.719823122024536 9
-2.9396862983703613 -1.4037601947784424 0
-3.206322193145752 -2.462337017059326 0
-2.6502156257629395 -1.5668599605560303 0
-2.66483736038208 -2.4126062393188477 0
1.870718002319336 -34.20438766479492 9
-2.7589011192321777 1.6393053531646729 0
-2.6846914291381836 1.3896533250808716 0
-18.373859405517578 -18.22349739074707 0
-4.800485610961914 24.72844123840332 4
12.171887397766113 40.3468132019043 1
12.080389022827148 40.42696762084961 1
-4.428750514984131 -0.7708207368850708 0
-4.508007526397705 24.781585693359375 4
-22.325632095336914 9.475512504577637 2
-21.303070068359375 8.817831039428711 2
23.818241119384766 -13.373161315917969 2
-16.672142028808594 -19.335420608520508 0
19.892314910888672 12.276228904724121 6
20.1054630279541 12.2346773147583 6
-3.460327625274658 3.509782314300537 0
-3.30139422416687 3.3854095935821533 0
-3.721520185470581 3.0397987365722656 0
-2.7915186882019043 7.1920576095581055 0
-2.75016450881958 7.319840431213379 0
-5.9161763191223145 24.27833366394043 4
-4.8739166259765625 2.062208414077759 9
-5.2628583908081055 1.6160292625427246 9
-9.356411933898926 2.3992276191711426 9
-25.175073623657227 10.202364921569824 7
-25.605632781982422 9.928146362304688 7
-27.495319366455078 9.626378059387207 7
-25.53620147705078 10.228155136108398 7
-27.720781326293945 11.166056632995605 7
-27.34610366821289 11.876276969909668 7
-28.007617950439453 10.3173828125 7
-26.685317993164062 11.146807670593262 7
-20.954669952392578 -17.969465255737305 0
-5.095163345336914 4.51883602142334 9
-25.666961669921875 -21.43515396118164 0
-19.785844802856445 -22.190637588500977 0
-21.73342514038086 -20.155052185058594 0
-16.83402442932129 -20.706769943237305 0
-22.262163162231445 -18.397809982299805 0
-21.02522087097168 -19.196189880371094 0
-24.073713302612305 6.396496295928955 7
-24.854515075683594 7.403777122497559 7
-28.433263778686523 2.670700788497925 7
-25.6878604888916 4.97884464263916 7
-24.585176467895508 5.888515949249268 7
-26.718746185302734 5.927070140838623 7
-25.766483306884766 6.146605014801025 7
-25.208396911621094 4.579278469085693 7
-24.85877799987793 7.0440192222595215 7
-27.378421783447266 3.345268964767456 7
-26.404895782470703 4.411091327667236 7
-27.071435928344727 3.147273302078247 7
-27.795969009399414 2.615767478942871 7
-21.863317489624023 7.483043670654297 2
-23.181386947631836 4.341280460357666 2
-21.55554962158203 7.608839988708496 2
-23.55371856689453 3.792752504348755 2
-20.624942779541016 -19.11160659790039 0
-35.999759674072266 26.299734115600586 4
-35.99580383300781 26.262470245361328 4
1.6580811738967896 9.478574752807617 4
17.945919036865234 6.98885440826416 4
-33.224700927734375 27.31353187561035 4
-33.0279426574707 27.338375091552734 4
-32.3053092956543 27.489253997802734 4
1.9745776653289795 7.140852451324463 4
2.0134689807891846 7.359158039093018 4
-35.13093185424805 24.59410858154297 4
-35.125091552734375 24.594709396362305 4
24.354719161987305 -18.56437873840332 2
3.3715832233428955 -31.407184600830078 9
19.168668746948242 -20.074026107788086 9
32.01975631713867 11.601883888244629 5
24.45009422302246 -16.805965423583984 2
53.185890197753906 -7.123096942901611 9
20.665111541748047 -18.445650100708008 2
3.9631218910217285 -27.509563446044922 9
57.98093032836914 8.9588623046875 3
57.63456344604492 10.07190990447998 3
53.7333869934082 8.457679748535156 3
28.70188331604004 -17.471887588500977 2
-1.7564667463302612 15.959749221801758 2
-16.8443546295166 9.87313175201416 7
21.25172996520996 33.59342575073242 1
1.2886158227920532 45.529151916503906 1
1.2181012630462646 45.54426956176758 1
2.3551363945007324 45.71413040161133 1
-0.7336783409118652 45.971500396728516 1
-0.5083771347999573 45.59173583984375 1
-20.907564163208008 -8.061189651489258 1
-20.914424896240234 -8.067054748535156 1
-5.034489631652832 53.69886779785156 1
