x y
-10.980986595153809 3.86554217338562 4
16.738590240478516 9.890181541442871 7
34.980953216552734 -1.350899338722229 8
46.11822509765625 -38.6309928894043 3
28.183759689331055 14.633395195007324 7
-62.95248794555664 11.785889625549316 9
9.325127601623535 -19.387048721313477 0
-6.9975786209106445 -21.368602752685547 9
-8.20568561553955 -30.85747718811035 0
8.118867874145508 -18.921260833740234 9
29.335744857788086 -40.50954055786133 9
14.466764450073242 7.95120096206665 7
-60.812217712402344 9.362468719482422 9
37.38590621948242 2.64363169670105 8
-4.644118785858154 -30.353595733642578 0
10.217132568359375 20.214618682861328 0
-19.413593292236328 39.733158111572266 9
-58.866371154785156 -0.6951331496238708 9
5.683592319488525 5.827876091003418 0
-63.228187561035156 4.877815246582031 9
46.35671615600586 19.59292984008789 8
-31.187894821166992 -25.51189613342285 1
-30.921464920043945 -7.646020889282227 0
-41.617225646972656 -14.168061256408691 9
41.82170867919922 0.4656050503253937 8
-1.1311074495315552 13.35352897644043 7
10.48891544342041 22.89806365966797 0
24.71190643310547 -30.73816680908203 9
-11.217514991760254 -11.237356185913086 9
-3.5280673503875732 -12.341386795043945 4
8.380941390991211 46.48992919921875 0
23.846439361572266 -8.325094223022461 4
-32.76963806152344 13.82811450958252 1
19.886945724487305 -15.264273643493652 9
10.96812915802002 -8.39332389831543 4
-1.0110422372817993 18.452442169189453 7
11.099339485168457 -1.683074712753296 2
4.4895243644714355 -7.2500128746032715 2
43.26170349121094 11.237481117248535 8
15.651623725891113 11.3222074508667 7
-3.164334535598755 -38.01985168457031 0
-16.977476119995117 -28.38409996032715 4
-28.043079376220703 -27.21500587463379 1
-23.386032104492188 -18.547636032104492 1
31.67764663696289 -9.439850807189941 9
33.49141311645508 -44.56673049926758 3
33.93806457519531 -1.1065951585769653 9
2.9165902137756348 -4.0736846923828125 8
28.715333938598633 9.464004516601562 1
-1.7015883922576904 -3.9551193714141846 1
10.247552871704102 32.40702819824219 4
7.599621772766113 -20.339780807495117 9
10.108205795288086 35.937530517578125 4
46.07604217529297 -0.3689301908016205 8
-4.773159027099609 -16.15887451171875 5
-22.95574378967285 -19.804500579833984 1
29.905672073364258 22.731870651245117 8
11.320112228393555 23.66219139099121 0
-59.8471794128418 5.998602390289307 9
-21.095476150512695 -3.5479395389556885 5
-14.251433372497559 32.4825553894043 2
47.6046257019043 -40.78135681152344 3
9.609903335571289 -7.255829811096191 4
15.137283325195312 35.337806701660156 9
-27.147968292236328 12.161996841430664 1
14.548001289367676 23.91301918029785 0
-29.448781967163086 -27.282175064086914 1
