x y label
1.0174123048782349 -1.041704535484314 4
17.961685180664062 8.10988998413086 7
30.450162887573242 19.001474380493164 8
1.0495409965515137 -48.50971221923828 3
26.280561447143555 23.844179153442383 7
-58.4155158996582 2.8497862815856934 9
21.165565490722656 -11.618433952331543 0
-0.5701550245285034 -13.290875434875488 9
-0.28031954169273376 -21.60343360900879 0
20.988252639770508 -10.556690216064453 9
15.894497871398926 -37.11590576171875 9
16.994382858276367 6.234169960021973 7
-57.02700424194336 0.37310075759887695 9
37.59659194946289 16.26712989807129 8
4.003411293029785 -20.381006240844727 0
7.981489181518555 12.087455749511719 0
-27.59088134765625 2.5954952239990234 9
-54.855037689208984 -8.271689414978027 9
3.281507968902588 4.9574055671691895 0
-59.41143798828125 -3.7615725994110107 9
38.73698806762695 30.75330924987793 8
-19.078279495239258 -30.710336685180664 1
-24.742605209350586 -18.594030380249023 0
-35.16047668457031 -21.913179397583008 9
39.41658401489258 5.282886505126953 8
-0.5085858702659607 15.994091033935547 7
8.246301651000977 10.014810562133789 0
24.457923889160156 -29.888954162597656 9
-4.741035461425781 -3.9093594551086426 9
0.06108221039175987 -6.988552093505859 4
-4.3041205406188965 42.79010009765625 0
-3.891531229019165 33.360111236572266 4
-32.924705505371094 19.08648109436035 1
44.68135070800781 -10.498686790466309 9
16.923032760620117 0.864313006401062 4
-0.5482991933822632 19.335468292236328 7
8.238543510437012 -2.472465753555298 2
2.459925413131714 31.740163803100586 2
41.62687301635742 21.47344970703125 8
16.170869827270508 8.69471263885498 7
-3.8745367527008057 -29.969554901123047 0
-7.978043556213379 -19.216516494750977 4
-15.653840065002441 -29.097671508789062 1
-24.15932846069336 12.951988220214844 1
36.520381927490234 -0.32948511838912964 9
8.518449783325195 -37.0278434753418 3
29.479999542236328 19.317880630493164 9
17.31804656982422 16.51473045349121 8
34.42535400390625 19.863544464111328 1
12.190382957458496 20.629859924316406 1
-3.4365527629852295 30.14560317993164 4
22.758756637573242 -10.542978286743164 9
-6.542054176330566 34.19601821899414 4
43.21168518066406 4.464114189147949 8
2.146544933319092 -10.8280029296875 5
-24.065460205078125 11.695159912109375 1
20.781700134277344 26.414026260375977 8
7.9703803062438965 9.014687538146973 0
-55.55946731567383 -2.8966689109802246 9
-13.809148788452148 -9.744866371154785 5
-21.159177780151367 -3.080874443054199 2
0.24286788702011108 -49.91363525390625 3
17.57948875427246 -0.717296302318573 4
3.0345211029052734 40.78183364868164 9
-44.38788604736328 6.317782402038574 1
7.799959182739258 6.49465274810791 0
-17.075231552124023 -29.585712432861328 1
-36.537357330322266 7.354458332061768 1
9.236254692077637 -46.850624084472656 3
5.090714931488037 -47.408931732177734 3
-58.56937026977539 -5.326920509338379 9
-1.9158997535705566 17.669570922851562 2
20.130584716796875 40.3006477355957 9
31.09794807434082 13.818857192993164 8
29.114614486694336 12.539365768432617 8
-0.781573474407196 15.683547019958496 7
22.78118133544922 -29.7878360748291 9
-5.197050094604492 -0.4631512761116028 4
3.2961788177490234 24.460954666137695 7
22.588356018066406 -29.427047729492188 9
6.465839862823486 40.53837966918945 9
-13.525371551513672 29.026872634887695 4
-3.3920631408691406 -29.909526824951172 0
5.423711776733398 40.82734298706055 9
30.098161697387695 -9.466816902160645 5
-25.792577743530273 4.193774223327637 2
3.0563290119171143 -19.287927627563477 0
-54.77053451538086 -1.3842617273330688 9
16.544639587402344 -34.06513977050781 9
-31.68251609802246 14.810155868530273 1
21.862709045410156 12.336216926574707 7
18.920482635498047 30.3310489654541 9
-54.88497543334961 -8.267815589904785 9
-18.65774917602539 -31.736398696899414 1
-18.408355712890625 -8.648275375366211 1
14.19005012512207 23.36105728149414 8
-28.26047134399414 4.17060661315918 2
-57.15026092529297 -1.1228926181793213 9
22.58702278137207 -4.28432035446167 4
1.6797126531600952 -48.85159683227539 3
9.137568473815918 5.244039535522461 0
31.535099029541016 -3.533520221710205 0
47.28009033203125 19.6453857421875 8
2.6072216033935547 5.7616167068481445 0
29.0613956451416 12.281380653381348 8
46.34423828125 23.522811889648438 8
26.09293556213379 -4.8488450050354 9
19.8574275970459 28.5244140625 4
-9.398628234863281 39.31795883178711 4
47.93339538574219 3.8672523498535156 8
-26.639728546142578 3.2134454250335693 2
19.83786392211914 31.246368408203125 1
-61.30012512207031 1.1592687368392944 9
10.535977363586426 -0.044621989130973816 6
-22.791893005371094 19.599891662597656 4
-4.451329708099365 -24.719825744628906 0
12.203057289123535 -8.575960159301758 9
21.370464324951172 -29.830289840698242 9
7.697195529937744 16.569652557373047 0
44.090789794921875 27.459821701049805 8
-3.0431277751922607 -22.01688003540039 0
-49.43838119506836 -14.756009101867676 9
-5.6955437660217285 -3.6125595569610596 9
12.474021911621094 9.023180961608887 7
3.1469571590423584 4.748706817626953 0
35.319332122802734 -3.067150115966797 9
36.16111755371094 29.01910400390625 8
-2.5992395877838135 21.260963439941406 7
0.019795360043644905 13.52818489074707 9
-56.95808792114258 -4.462217330932617 9
44.411659240722656 15.753969192504883 8
1.8356895446777344 27.32279396057129 7
28.48569679260254 28.513051986694336 9
8.54521369934082 -50.54753875732422 3
3.4080920219421387 14.3287992477417 0
-18.928251266479492 -30.652019500732422 1
-52.524871826171875 -5.400543689727783 9
51.24174499511719 12.549107551574707 8
-51.85149002075195 -6.868462085723877 9
3.4286537170410156 6.0498576164245605 0
-8.736289978027344 37.29925537109375 2
-16.289077758789062 34.04899597167969 4
6.376443386077881 -46.39704513549805 3
10.981339454650879 -6.1428399085998535 8
-42.345149993896484 -9.679292678833008 9
39.05115509033203 24.235673904418945 8
-34.94772720336914 17.299020767211914 1
10.153387069702148 12.159507751464844 0
-22.719873428344727 -37.79852294921875 6
33.94667053222656 24.262723922729492 8
0.6613951921463013 8.758957862854004 0
9.04733943939209 4.12986946105957 0
52.26211166381836 18.37380599975586 6
-3.336167335510254 -17.623807907104492 0
-56.322200775146484 -1.4580625295639038 9
-2.3326621055603027 -20.729827880859375 0
35.53733825683594 7.628151893615723 8
-8.489980697631836 14.522397994995117 4
18.105134963989258 10.74232292175293 7
2.880018949508667 7.624418258666992 0
9.99415111541748 12.90381908416748 0
-7.40345573425293 36.75596237182617 7
-13.425004959106445 20.211523056030273 9
44.326019287109375 19.224445343017578 8
35.256080627441406 -20.576976776123047 6
-38.53761291503906 8.550553321838379 1
-21.576889038085938 3.5136098861694336 2
0.995920717716217 25.623334884643555 7
37.726524353027344 -18.0705509185791 6
19.2333984375 5.160125255584717 7
3.3102238178253174 -52.49969482421875 3
27.32074737548828 17.001066207885742 9
-10.409013748168945 14.866499900817871 4
-3.5822107791900635 18.599334716796875 2
12.816896438598633 6.267985820770264 0
2.07185959815979 -49.818016052246094 3
0.5179523825645447 -50.90773391723633 3
-13.433927536010742 -19.559602737426758 4
8.878121376037598 -3.3133952617645264 2
-22.791303634643555 13.979442596435547 1
-1.3247215747833252 -19.06101417541504 0
-62.15708923339844 -1.0871632099151611 9
-36.956451416015625 -0.773865282535553 4
1.4541611671447754 3.752141237258911 0
-7.615677833557129 12.369790077209473 0
34.22024154663086 -0.01797330565750599 0
1.1582010984420776 -23.346677780151367 0
-13.635239601135254 28.55070686340332 4
37.866676330566406 10.329859733581543 8
-59.034095764160156 -1.2545640468597412 9
39.34093475341797 30.755264282226562 8
-37.719669342041016 17.61690902709961 1
14.036964416503906 -33.3451042175293 9
8.706725120544434 5.7220540046691895 0
2.3173158168792725 -52.0214958190918 3
9.232728004455566 -52.804054260253906 3
-6.583052635192871 13.681596755981445 0
7.371692657470703 4.262795448303223 0
5.7360639572143555 -15.026895523071289 0
-2.9361443519592285 -17.988555908203125 0
-58.60210418701172 -0.1276034563779831 9
37.72455596923828 26.75542640686035 8
2.353855848312378 -46.958824157714844 3
